edificio_id,regional_sample_rank,codigo_region,region,codigo_comuna,tmy_commune_id,nombre_comuna,year,episcope_archetype,area_promedio_inmueble_m2,n_inmuebles,total_inmuebles_regional,wood_inmuebles_regional,wood_share_regional,sampling_weight_wood_inmuebles,sample_expansion_weight,requested_samples_region,n_pers_edificio,heating_demand_kwh,heating_demand_kwh_m2,scenario,efficiency,target_fuel_energy_kwh,assigned_useful_energy_kwh,assigned_fuel_energy_kwh,unallocated_fuel_energy_kwh,unmet_heating_energy_kwh,wood_mass_kg,wood_volume_solid_m3,wood_volume_stere,scenario_source,useful_coverage_target,redpe_case,redpe_target_m3st,weather_rows,building_year,building_type,material,thermal_zone,model_persons,model_area_m2
182396,2,2,Antofagasta,2206,2103,Sierra Gorda,2024,CL.SFH.RT1.lad.B,36.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,4.8,1234.282537536184,34.28562604267178,coverage_mid,0.5,1851.423806304276,925.711903152138,1851.423806304276,0.0,308.570634384046,444.34171351302626,0.6347738764471804,0.9918341819487194,coverage_sensitivity,0.75,,,8784,2003,SFH,lad,B,5,36.0
222578,3,2,Antofagasta,2302,2202,Ollagüe,2024,CL.SFH.preRT.adobe.H,180.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,3.640625,18383.581167014596,102.13100648341442,coverage_mid,0.5,27575.371750521896,13787.685875260948,27575.371750521896,0.0,4595.895291753652,6618.089220125255,9.454413171607507,14.77252058063673,coverage_sensitivity,0.75,,,8784,1990,SFH,adobe,H,4,180.0
222961,4,2,Antofagasta,2303,2203,San Pedro de Atacama,2024,CL.SFH.CEV.lad.B,150.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,1.625,11966.481408558298,79.77654272372199,coverage_mid,0.5,17949.722112837448,8974.861056418724,17949.722112837448,0.0,2991.620352139573,4307.933307080987,6.154190438687125,9.615922560448633,coverage_sensitivity,0.75,,,8784,2018,SFH,lad,B,2,150.0
176691,5,2,Antofagasta,2202,2104,Taltal,2024,CL.SFH.preRT.mad.A,55.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,3.0285714285714285,2068.7115659267683,37.61293756230488,coverage_mid,0.5,3103.0673488901525,1551.533674445076,3103.067348890152,4.547473508864641e-13,517.1778914816921,744.7361637336365,1.0639088053337664,1.66235750833401,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,A,3,55.0
107805,6,2,Antofagasta,2101,2301,Tocopilla,2024,CL.SFH.preRT.mad.A,45.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,1.6363636363636365,820.2786263942659,18.228413919872576,coverage_mid,0.5,1230.4179395913989,615.2089697956995,1230.417939591399,0.0,205.06965659856635,295.30030550193584,0.4218575792884798,0.6591524676382496,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,A,2,45.0
182290,7,2,Antofagasta,2203,2102,Mejillones,2024,CL.SFH.RT1.mad.A,24.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,1.9852941176470589,3423.7251404398467,142.6552141849936,coverage_mid,0.5,5135.58771065977,2567.7938553298845,5135.587710659769,9.094947017729282e-13,855.9312851099617,1232.5410505583448,1.760772929369064,2.7512077021391623,coverage_sensitivity,0.75,,,8784,2003,SFH,mad,A,2,24.0
175950,8,2,Antofagasta,2201,2101,Antofagasta,2024,CL.SFH.RT1.lad.A,54.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,0.7609561752988048,10313.503831135127,190.99081168768754,coverage_mid,0.5,15470.25574670269,7735.127873351345,15470.25574670269,0.0,2578.375957783782,3712.8613792086458,5.30408768458378,8.287637007162155,coverage_sensitivity,0.75,,,8784,2003,SFH,lad,A,1,54.0
199560,9,2,Antofagasta,2301,2201,Calama,2024,CL.SFH.RT2.lad.B,79.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,2.2549019607843137,9405.369444375818,119.0553094224787,coverage_mid,0.5,14108.054166563727,7054.027083281864,14108.054166563728,0.0,2351.342361093951,3385.932999975295,4.8370471428218496,7.55788616065914,coverage_sensitivity,0.75,,,8784,2011,SFH,lad,B,2,79.0
119818,10,2,Antofagasta,2201,2101,Antofagasta,2024,CL.SFH.RT1.lad.A,199.0,1,175972,970,0.00551224058372923,0.0009845216950012687,97.0,10,2.097560975609756,31735.24689161984,159.47360247045145,coverage_mid,0.5,47602.87033742976,23801.43516871488,47602.87033742976,0.0,7933.811722904963,11424.688880983142,16.3209841156902,25.50153768076594,coverage_sensitivity,0.75,,,8784,2003,SFH,lad,A,2,199.0
307529,1,3,Atacama,3304,3302,Alto del Carmen,2024,CL.SFH.CEV.mad.B,13.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,4.230769230769231,5957.464860747752,458.2665277498271,coverage_mid,0.5,8936.197291121629,4468.0986455608145,8936.197291121629,0.0,1489.3662151869376,2144.687349869191,3.0638390712417016,4.787248548815159,coverage_sensitivity,0.75,,,8784,2018,SFH,mad,B,4,13.0
306390,2,3,Atacama,3303,3304,Huasco,2024,CL.SFH.preRT.mad.A,39.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,1.7333333333333334,1647.266332298771,42.23759826407105,coverage_mid,0.5,2470.8994984481565,1235.4497492240785,2470.899498448157,0.0,411.81658307469274,593.0158796275576,0.8471655423250823,1.323696159882941,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,A,2,39.0
278371,3,3,Atacama,3202,3102,Caldera,2024,CL.SFH.preRT.lad.A,77.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,1.8095238095238095,10789.124532874966,140.1185004269476,coverage_mid,0.5,16183.68679931245,8091.843399656225,16183.68679931245,0.0,2697.2811332187393,3884.084831834988,5.548692616907126,8.669832213917385,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,A,2,77.0
230168,4,3,Atacama,3102,3202,Diego de Almagro,2024,CL.SFH.RT2.lad.B,96.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,2.0555555555555554,18206.80034462297,189.65417025648927,coverage_mid,0.5,27310.200516934456,13655.100258467228,27310.200516934456,0.0,4551.700086155743,6554.448124064269,9.363497320091813,14.630464562643457,coverage_sensitivity,0.75,,,8784,2011,SFH,lad,B,2,96.0
283642,5,3,Atacama,3203,3103,Tierra Amarilla,2024,CL.SFH.preRT.mad.B,68.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,2.7432432432432434,14034.041384518876,206.3829615370423,coverage_mid,0.5,21051.062076778315,10525.531038389157,21051.062076778315,0.0,3508.5103461297203,5052.254898426795,7.217506997752564,11.277354683988381,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,B,3,68.0
301258,6,3,Atacama,3302,3303,Freirina,2024,CL.SFH.preRT.mad.A,98.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,5.714285714285714,2561.606851605823,26.138845424549213,coverage_mid,0.5,3842.4102774087346,1921.2051387043675,3842.410277408735,0.0,640.4017129014553,922.1784665780964,1.3173978093972805,2.0584340771832506,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,A,6,98.0
225693,7,3,Atacama,3101,3201,Chañaral,2024,CL.SFH.preRT.lad.A,80.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,1.6153846153846154,8851.03879676358,110.63798495954475,coverage_mid,0.5,13276.55819514537,6638.279097572686,13276.558195145371,0.0,2212.759699190895,3186.373966834889,4.551962809764127,7.112441890256449,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,A,2,80.0
268193,8,3,Atacama,3201,3101,Copiapó,2024,CL.SFH.preRT.adobe.B,88.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,3.75,5321.589267468928,60.472605312146904,coverage_mid,0.5,7982.383901203391,3991.191950601695,7982.38390120339,9.094947017729282e-13,1330.397316867232,1915.7721362888137,2.7368173375554483,4.276277089930388,coverage_sensitivity,0.75,,,8784,1990,SFH,adobe,B,4,88.0
285063,9,3,Atacama,3301,3301,Vallenar,2024,CL.SFH.preRT.mad.B,54.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,1.5833333333333333,2507.5052479713604,46.43528236984001,coverage_mid,0.5,3761.2578719570406,1880.62893597852,3761.25787195704,4.547473508864641e-13,626.8763119928401,902.7018892696896,1.2895741275281278,2.0149595742627,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,B,2,54.0
263945,10,3,Atacama,3201,3101,Copiapó,2024,CL.SFH.preRT.lad.B,53.0,1,93940,1342,0.014285714285714285,0.0013620908398883531,134.2,10,2.2115384615384617,4246.905492138016,80.13029230449087,coverage_mid,0.5,6370.3582382070235,3185.1791191035113,6370.358238207023,9.094947017729282e-13,1061.7263730345041,1528.8859771696855,2.184122824528122,3.4126919133251907,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,B,2,53.0
529140,1,4,Coquimbo,4304,4202,Canela,2024,CL.SFH.RT2.lad.C,53.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,3.8852459016393444,6285.901690791,118.60191869416981,coverage_mid,0.5,9428.8525361865,4714.42626809325,9428.8525361865,0.0,1571.4754226977514,2262.92460868476,3.2327494409782287,5.051171001528482,coverage_sensitivity,0.75,,,8784,2011,SFH,lad,C,4,53.0
314715,2,4,Coquimbo,4101,4101,La Serena,2024,CL.SFH.RT1.lad.C,81.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,3.230769230769231,3836.8747114031253,47.368823597569445,coverage_mid,0.5,5755.312067104688,2877.656033552344,5755.312067104688,0.0,959.2186778507808,1381.2748961051252,1.9732498515787502,3.083202893091797,coverage_sensitivity,0.75,,,8784,2003,SFH,lad,C,3,81.0
500971,3,4,Coquimbo,4204,4304,Punitaqui,2024,CL.SFH.preRT.lad.B,38.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,3.176470588235294,4266.517351844234,112.27677241695353,coverage_mid,0.5,6399.776027766351,3199.8880138831755,6399.776027766351,0.0,1066.6293379610588,1535.9462466639243,2.194208923805606,3.428451443446259,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,B,3,38.0
506350,4,4,Coquimbo,4205,4302,Combarbalá,2024,CL.SFH.RT1.lad.B,36.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,3.966666666666667,2721.3303067831794,75.59250852175498,coverage_mid,0.5,4081.995460174769,2040.9977300873848,4081.9954601747695,0.0,680.3325766957948,979.6789104419447,1.3995413006313495,2.1867832822364837,coverage_sensitivity,0.75,,,8784,2003,SFH,lad,B,4,36.0
456326,5,4,Coquimbo,4106,4105,Paiguano,2024,CL.SFH.preRT.mad.B,103.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,2.4461538461538463,23823.671791509474,231.29778438358713,coverage_mid,0.5,35735.50768726421,17867.7538436321,35735.5076872642,7.275957614183426e-12,5955.917947877374,8576.521844943409,12.252174064204869,19.144021975320108,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,B,2,103.0
508082,6,4,Coquimbo,4301,4201,Illapel,2024,CL.SFH.preRT.mad.B,40.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,8.55,3976.251291596532,99.4062822899133,coverage_mid,0.5,5964.376937394798,2982.188468697399,5964.376937394798,0.0,994.0628228991336,1431.4504649747514,2.0449292356782163,3.195201930747213,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,B,8,40.0
448972,7,4,Coquimbo,4105,4106,Vicuña,2024,CL.SFH.preRT.lad.B,42.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,2.4523809523809526,12102.355744151642,288.15132724170576,coverage_mid,0.5,18153.53361622746,9076.766808113729,18153.533616227458,3.637978807091713e-12,3025.588936037915,4356.84806789459,6.224068668420842,9.725107294407566,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,B,2,42.0
507119,8,4,Coquimbo,4206,4305,Río Hurtado,2024,CL.SFH.post2021.mad.B,97.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,1.5714285714285714,10204.620279630235,105.20227092402304,coverage_mid,0.5,15306.930419445353,7653.465209722676,15306.930419445353,0.0,2551.1550699075588,3673.663300666885,5.2480904295241215,8.20014129613144,coverage_sensitivity,0.75,,,8784,2022,SFH,mad,B,2,97.0
517329,9,4,Coquimbo,4302,4204,Salamanca,2024,CL.SFH.preRT.mad.B,36.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,3.5,5769.939365362588,160.27609348229413,coverage_mid,0.5,8654.909048043883,4327.454524021942,8654.909048043884,0.0,1442.4848413406453,2077.1781715305324,2.9673973879007605,4.636558418594938,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,B,4,36.0
490602,10,4,Coquimbo,4203,4303,Monte Patria,2024,CL.SFH.RT1.mad.B,40.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,1.5633802816901408,6252.290970101319,156.30727425253298,coverage_mid,0.5,9378.436455151977,4689.218227575988,9378.436455151976,1.8189894035458565e-12,1563.0727425253306,2250.8247492364744,3.2154639274806778,5.024162386688559,coverage_sensitivity,0.75,,,8784,2003,SFH,mad,B,2,40.0
387335,11,4,Coquimbo,4103,4102,Coquimbo,2024,CL.SFH.RT1.lad.C,63.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,3.074380165289256,3523.4334280239977,55.92751473053965,coverage_mid,0.5,5285.150142035996,2642.5750710179987,5285.150142035997,0.0,880.858357005999,1268.4360340886392,1.8120514772694845,2.8313304332335694,coverage_sensitivity,0.75,,,8784,2003,SFH,lad,C,3,63.0
522075,12,4,Coquimbo,4303,4203,Los Vilos,2024,CL.SFH.RT2.lad.C,41.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,2.427536231884058,6256.601473572888,152.60003594080214,coverage_mid,0.5,9384.90221035933,4692.451105179665,9384.90221035933,0.0,1564.1503683932224,2252.3765304862395,3.217680757837485,5.02762618412107,coverage_sensitivity,0.75,,,8784,2011,SFH,lad,C,2,41.0
372540,13,4,Coquimbo,4102,4104,La Higuera,2024,CL.SFH.preRT.mad.C,42.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,1.3333333333333333,2896.210097377753,68.95738327089887,coverage_mid,0.5,4344.3151460666295,2172.1575730333147,4344.3151460666295,0.0,724.052524344438,1042.635635055991,1.4894794786514158,2.327311685392837,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,C,1,42.0
457381,14,4,Coquimbo,4201,4301,Ovalle,2024,CL.SFH.post2021.lad.C,51.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,10.7,2729.881495416465,53.52708814542088,coverage_mid,0.5,4094.8222431246977,2047.411121562349,4094.822243124698,0.0,682.4703738541157,982.7573383499275,1.4039390547856108,2.1936547731025167,coverage_sensitivity,0.75,,,8784,2022,SFH,lad,C,8,51.0
447428,15,4,Coquimbo,4104,4103,Andacollo,2024,CL.SFH.preRT.mad.B,30.0,1,274131,14348,0.052339939663883325,0.014562801319462065,956.5333333333333,15,4.285714285714286,1945.3915408262274,64.84638469420757,coverage_mid,0.5,2918.087311239341,1459.0436556196705,2918.087311239341,0.0,486.3478852065569,700.3409546974418,1.0004870781392026,1.563261059592504,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,B,4,30.0
861373,1,5,Valparaiso,5502,5506,Nogales,2024,CL.SFH.preRT.lad.D,71.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,4.096774193548387,3427.5724150199885,48.275667817182935,coverage_mid,0.5,5141.358622529982,2570.679311264991,5141.358622529982,0.0,856.8931037549974,1233.9260694071959,1.7627515277245656,2.7542992620696336,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,D,4,71.0
605645,2,5,Valparaiso,5302,5109,Viña del Mar,2024,CL.SFH.RT2.mad.C,36.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,3.27027027027027,3952.690663950787,109.79696288752186,coverage_mid,0.5,5929.0359959261805,2964.5179979630902,5929.0359959261805,0.0,988.1726659876964,1422.9686390222835,2.032812341460405,3.176269283531883,coverage_sensitivity,0.75,,,8784,2011,SFH,mad,C,3,36.0
925897,3,5,Valparaiso,5603,5702,Catemu,2024,CL.SFH.preRT.lad.D,32.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,2.017543859649123,2507.608444778625,78.36276389933204,coverage_mid,0.5,3761.412667167938,1880.706333583969,3761.412667167938,0.0,626.9021111946563,902.739040120305,1.2896272001718643,2.015042500268538,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,D,2,32.0
945407,4,5,Valparaiso,5701,5301,Los Andes,2024,CL.SFH.RT1.hor.D,61.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,2.0,18528.312543201806,303.7428285770788,coverage_mid,0.5,27792.46881480271,13896.234407401354,27792.46881480271,0.0,4632.0781358004515,6670.192515552651,9.528846450789501,14.888822579358596,coverage_sensitivity,0.75,,,8784,2003,SFH,hor,D,2,61.0
548301,5,5,Valparaiso,5205,5403,Papudo,2024,CL.SFH.preRT.mad.C,70.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,1.7777777777777777,6144.426850964559,87.77752644235085,coverage_mid,0.5,9216.640276446838,4608.320138223419,9216.640276446838,0.0,1536.1067127411397,2211.9936663472413,3.1599909519246303,4.937485862382235,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,C,2,70.0
582151,6,5,Valparaiso,5301,5101,Valparaíso,2024,CL.SFH.preRT.lad.C,157.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,3.210526315789474,19824.378060980576,126.2699239552903,coverage_mid,0.5,29736.567091470864,14868.283545735434,29736.567091470868,0.0,4956.094515245144,7136.776101953009,10.195394431361441,15.930303799002251,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,C,3,157.0
941364,7,5,Valparaiso,5606,5703,Llaillay,2024,CL.SFH.preRT.lad.D,32.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,2.883720930232558,2077.5633240169436,64.92385387552949,coverage_mid,0.5,3116.3449860254154,1558.1724930127077,3116.3449860254154,0.0,519.3908310042359,747.9227966460998,1.0684611380658569,1.6694705282279012,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,D,3,32.0
863656,8,5,Valparaiso,5503,5503,Hijuelas,2024,CL.SFH.preRT.mad.D,60.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,11.538461538461538,2774.817485796856,46.24695809661427,coverage_mid,0.5,4162.226228695285,2081.1131143476423,4162.226228695285,0.0,693.7043714492138,998.9342948868683,1.427048992695526,2.2297640510867596,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,D,8,60.0
776821,9,5,Valparaiso,5401,5601,San Antonio,2024,CL.SFH.preRT.lad.C,99.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,4.214285714285714,12805.57382946578,129.34923060066444,coverage_mid,0.5,19208.36074419867,9604.180372099336,19208.36074419867,0.0,3201.393457366443,4610.006578607682,6.58572368372526,10.29019325582072,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,C,4,99.0
970586,10,5,Valparaiso,5704,5303,Rinconada,2024,CL.SFH.RT2.lad.D,42.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,2.591304347826087,3238.529971464786,77.10785646344728,coverage_mid,0.5,4857.7949571971785,2428.8974785985893,4857.7949571971785,0.0,809.6324928661961,1165.870789727323,1.6655296996104614,2.602390155641346,coverage_sensitivity,0.75,,,8784,2011,SFH,lad,D,3,42.0
529267,11,5,Valparaiso,5101,5201,Isla de Pascua,2024,CL.SFH.preRT.mad.A,100.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,9.115384615384615,6875.676530177975,68.75676530177975,coverage_mid,0.5,10313.514795266963,5156.757397633482,10313.514795266963,0.0,1718.9191325444936,2475.243550864071,3.5360622155201016,5.525097211750158,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,A,8,100.0
729118,12,5,Valparaiso,5304,5801,Quilpué,2024,CL.SFH.CEV.lad.D,231.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,2.5833333333333335,7356.509562621152,31.846361742948712,coverage_mid,0.5,11034.764343931729,5517.3821719658645,11034.764343931729,0.0,1839.1273906552888,2648.343442543615,3.783347775062307,5.911480898534855,coverage_sensitivity,0.75,,,8784,2018,SFH,lad,D,3,231.0
762576,13,5,Valparaiso,5309,5103,Concón,2024,CL.SFH.preRT.mad.C,81.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,3.8333333333333335,8321.29403317085,102.7320251008747,coverage_mid,0.5,12481.941049756275,6240.9705248781365,12481.941049756273,1.8189894035458565e-12,2080.3235082927145,2995.6658519415055,4.279522645630722,6.686754133798003,coverage_sensitivity,0.75,,,8784,1990,SFH,mad,C,4,81.0
874745,14,5,Valparaiso,5504,5502,Calera,2024,CL.SFH.preRT.lad.D,42.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,5.786666666666667,1510.6478036580688,35.96780484900164,coverage_mid,0.5,2265.9717054871035,1132.9858527435517,2265.9717054871035,0.0,377.6619509145173,543.8332093169049,0.7769045847384356,1.2139134136538057,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,D,6,42.0
532788,15,5,Valparaiso,5201,5401,La Ligua,2024,CL.SFH.preRT.lad.D,84.0,1,645498,79282,0.12282299867699048,0.08046891651865008,2142.7567567567567,37,1.2,3544.7001727458774,42.19881158030806,coverage_mid,0.5,5317.050259118816,2658.525129559408,5317.050259118816,0.0,886.1750431864693,1276.092062188516,1.8229886602693084,2.848419781670794,coverage_sensitivity,0.75,,,8784,1990,SFH,lad,D,1,84.0
